"ISO3V10","Country","EPI_regions","Landlock","NoFor","NoEle","GDPCAP","GDPgroup","POP","EPI","EH","EV","eh.eh","ev.water","eh.water","ev.cc","eh.air","ev.air","ev.forest","ev.fish","ev.ag","ev.bh","ACSATINV","CHMORT","INDOOR","PM25","WATSUPINV","AGSUB","AZE","CO2CAP","CO2GDP","CO2KWH","FORCOVINV","FORGROINV","FORLOSS","FSOC","MPAEEZ","PACOV","POPs","RENEW","SO2CAP","SO2GDP","TCEEZ","WATUSEINV","EPI_trend","EH_trend","EV_trend","EH_EH_trend","EV_Water_trend","EH_Water_trend","EV_CC_trend","EH_Air_trend","EV_Air_trend","EV_Forest_trend","EV_Fish_trend","EV_Ag_trend","EV_BH_trend","ACSATINV_trend","CHMORT_trend","INDOOR_trend","PM25_trend","WATSUPINV_trend","AGSUB_trend","AZE_trend","CO2CAP_trend","CO2GDP_trend","CO2KWH_trend","FORLOSS_trend","FORGROINV_trend","FORCOVINV_trend","FSOC_trend","MPAEEZ_trend","PACOV_trend","POPs_trend","RENEW_trend","SO2CAP_trend","SO2GDP_trend","TCEEZ_trend","WATUSEINV_trend"
"IND","India","South Asia",0,0,0,3240.498662,"Middle",1170938000,36.23,25.66,40.76,37.09,6.91,24.71,51.91,3.73,38.94,98.13,29.23,11.71,41.83,7.94,37.09,7.46,0,41.47,17.57,43.37,96.17,45.89,0.46,100,100,94.4,54.24,59.25,29.82,0,14.11,48.13,29.74,4.23,6.91,1.79,13.42,-7.72,22.73,-46.55,17.04,-2.04,-8.81,1.53,-0.93,3.49,-21.55,0,6.39,22.73,2.66,-20.29,27.68,-32.32,0,-27.07,15.67,2.52,-2.8,0,0,7.69,0,0,0,10.5,-5.97,9.03,-0.71,-46.55
"IRL","Ireland","Europe",0,0,0,35183.75188,"Upper",4481430,58.69,98.12,41.79,100,51.82,92.49,31.85,100,46.08,91.54,15.99,49.03,34.17,84.98,100,100,100,100,25.81,NA,28.97,52.08,8.73,100,100,74.61,18.69,38.68,10.35,95.45,14.48,30.44,61.73,13.3,51.82,13.75,13.1,14.29,26.19,-24.09,0,40.23,0,41.54,-4.23,-14.17,27.05,5.31,0,26.19,0,0,0,40.58,NA,50,26.7,40.9,-12.69,0,0,-36.94,3.81,13.22,0,48.34,43.29,39.79,8.59,-24.09
"IRN","Iran","Middle East and North Africa",0,0,0,10462.27084,"Middle",73973630,42.73,58.21,36.09,53.55,3.29,44.96,19.42,80.78,27.65,100,36.34,65.49,42.19,37.37,53.55,100,61.55,52.55,59.59,NA,35.81,16.13,4.62,100,100,100,56.23,74.37,40.29,77.27,3.67,25.47,29.82,16.45,3.29,-1.26,7.84,-8.71,17.17,-48.36,0,-21.77,-2.98,-0.64,0,11.64,0,7.54,0,17.17,20.6,-26.57,0,0,NA,-50,-8.56,-8.61,0,0,0,20.68,3.19,7.8,0,0.13,-6.37,5.09,2.61,-48.36
"IRQ","Iraq","Middle East and North Africa",0,1,0,3194.948621,"Middle",32030823.3,25.32,44.52,17.09,55.52,10.58,28.63,23.68,38.41,21.45,100,16.81,50.36,0.59,27.8,55.52,41.89,34.93,29.46,75.54,NA,63.44,0,2.85,100,NA,NA,NA,0,0.59,0,7.01,29.87,13.04,16.81,10.58,-2.66,-3.08,-2.31,7,-44.71,3.53,13.28,-29.86,-0.99,0,3.32,0,0,10.38,7,-9.72,-50,-3.33,0,NA,15,0,6.36,NA,NA,0,NA,0,0,0,47.18,7.75,-9.73,3.32,-44.71
"ISL","Iceland","Europe",0,1,0,32961.93648,"Upper",317398,66.28,100,51.83,100,64.27,100,64.98,100,11.04,98.13,14,36.51,70.58,100,100,100,NA,100,7.04,NA,41.49,62.47,90.67,100,100,94.4,17.17,68.39,85.12,95.45,99.99,0,22.08,10.83,64.27,5.2,1.43,8.29,2.86,-17.87,0,32.44,0,2.76,-0.93,-13,8.87,6.9,0,2.86,0,NA,0,13.31,NA,49.93,27.71,34.84,-2.8,0,0,-16.2,0.42,50,0,0.29,0,5.52,-9.8,-17.87
"ISR","Israel","Middle East and North Africa",0,0,0,26020.63528,"Upper",7624600,54.64,97.59,36.23,96.15,4.62,100,27.21,98.07,17.73,88.52,26.73,21.74,60.89,100,96.15,100,96.13,100,32.61,NA,29.57,46.82,2.97,65.57,100,100,34,51.5,70.71,0,0.18,7.98,27.48,19.46,4.62,3.47,12.58,-3.99,20.29,-47.69,0,8.24,9.73,7.66,-5.74,-25.97,19.15,0,0,20.29,0,19.46,0,28.72,NA,4.11,14.25,11.73,0,0,-17.21,-31.79,0,0,0,0.34,7.22,8.11,-20.15,-47.69
"ITA","Italy","Europe",0,0,0,26753.30911,"Upper",60483521,68.9,100,55.57,100,13.32,100,38.36,100,58.08,76.55,31.2,52.6,94.79,NA,100,100,100,100,33.44,99.63,40.28,53.69,12.42,100,43.71,85.95,35.77,96.62,88.76,90.91,24.04,45.07,71.09,26.63,13.32,11.31,9.7,12.62,9.48,-43.34,0,27.71,19.86,34.43,-11.72,1.39,22.61,23.15,NA,9.48,0,39.72,0,33.91,0,43.94,8.99,44.53,-7.02,-28.15,0,0,15.91,50,0,16.7,40.58,28.28,2.78,-43.34
"JAM","Jamaica","Latin America and Caribbean",0,0,0,7084.336436,"Middle",2702300,54.36,61.53,51.29,68.2,31.37,46.48,34.53,63.22,22.51,74.11,40.08,96.97,73.32,37.37,68.2,26.45,100,55.59,100,66.87,67.33,24.13,13.15,67.58,75.1,79.65,29.8,74.15,100,90.91,3.63,23.17,21.84,50.36,31.37,6.4,11.85,1.93,20.24,-34.31,6.64,14.56,0.27,31.99,-12.95,-4.02,0,0,3.74,20.24,0.54,0,9.54,0,0,26.12,14.88,-5.26,-10.18,-12.45,-16.21,41.96,0,0,0,6.63,33.16,30.82,-50,-34.31
"JOR","Jordan","Middle East and North Africa",0,1,0,5157.136108,"Middle",6047000,42.16,76.42,27.47,71.23,15.68,69.73,35.21,93.51,26.68,100,28.87,76.52,9.21,76.2,71.23,100,87.02,63.27,69.33,NA,65.46,32.62,5.43,100,100,100,NA,100,9.12,90.91,0.48,31.33,22.02,28.87,15.68,3.71,11.61,-2.76,18.97,-42.16,0,-1.88,8.51,22.3,0,4.22,0,0.27,0,18.97,10.1,6.92,0,0,NA,-36.34,23.24,18.88,0,0,0,NA,0,0.27,0,-0.87,18.99,25.62,4.22,-42.16
"JPN","Japan","East Asia and the Pacific",0,0,0,30902.6616,"Upper",127450459,63.36,98.07,48.48,96.15,34.76,100,30.55,100,59.58,93.22,20.77,33.22,67.12,100,96.15,100,100,100,4.38,48.48,30,48.06,11.83,100,100,79.65,28.89,71.85,87.82,90.91,9.72,46.05,73.11,12.64,34.76,5.74,9.55,2.61,19.11,-32.62,0,10.23,0,5.05,-3.39,-3.5,8.35,13.51,0,19.11,0,0,0,12.52,50,21.54,12.56,-9.15,-10.18,0,0,10.63,1.03,4.46,0,-2.24,4.43,5.68,-17.62,-32.62
"KAZ","Kazakhstan","Eastern Europe and Central Asia",1,0,0,10889.97215,"Middle",16316050,32.94,63.69,19.76,62.47,20.37,64.54,9.63,65.29,0,75.49,NA,39.91,14.18,69.96,62.47,30.58,100,59.11,41.68,NA,18.04,2.46,7.61,59.65,100,66.83,NA,NA,14.18,36.36,8.74,0,0,NA,20.37,-3.05,11.81,-15.2,27.81,-39.82,-6.51,-20.62,-1.88,0,-12.26,NA,-33.33,0,0,27.81,-3.76,0,-13.03,-50,NA,-50,6.29,-5.17,-16.59,0,-20.18,NA,NA,0,0,-30.28,0,0,NA,-39.82
"KEN","Kenya","Sub-Saharan Africa",0,0,0,1477.303608,"Lower",40512682,49.28,27.91,58.44,24.12,39.44,11.32,65.32,52.08,58.51,75.05,43.13,22.59,72.55,7.94,24.12,4.16,100,14.7,33.88,83.08,100,58.28,10.21,45.52,100,79.65,23,79.97,67.18,0,55.94,70.05,46.97,63.26,39.44,0.58,8.36,-5.78,13.51,-30.28,6,-11.63,0.43,17.92,-12.47,0.83,-4.31,0,2.18,13.51,0.86,0,9.83,-6.47,0,0,-8.11,-27.22,-10.18,0,-27.24,-2.23,0,0,0,-31.39,17.27,18.58,3.89,-30.28
"KGZ","Kyrgyzstan","Eastern Europe and Central Asia",1,0,0,2039.305587,"Lower",5365167.495,46.33,50.46,44.57,51.53,7.3,50.11,61.82,48.67,38.17,100,NA,66.67,23.29,54.94,51.53,14.22,83.13,45.28,100,NA,97.39,27.49,31.49,100,100,100,NA,NA,23.29,0,89.28,49.94,26.4,NA,7.3,-3.3,2.32,-7.9,-4.79,-46.35,17.41,-1.29,1.44,-9.02,0,NA,0,0,0,-4.79,-0.16,3.05,34.81,0,NA,-17.59,-7.86,24.76,0,0,0,NA,NA,0,0,26.05,-13.27,-4.77,NA,-46.35
"KHM","Cambodia","East Asia and the Pacific",0,0,1,1942.989995,"Lower",14138255,55.29,31.25,65.59,35.74,45.3,11.58,73.93,41.95,64.39,28.28,21.59,66.67,94.75,7.33,35.74,1.37,82.54,15.82,100,NA,100,79.55,0,14.83,47.88,22.14,31.98,61.18,100,0,4.39,74.2,54.59,11.2,45.3,6.71,22.02,-5.82,30.47,-27.35,15.87,4.59,11.27,1.24,-35.86,-9.03,0,0.14,11.78,30.47,0.66,21.87,19.96,0,NA,0,11.14,0,-38.93,-26.06,-42.58,0,1.06,0,0,12.34,-7.99,10.46,-18.06,-27.35
"KIR","Kiribati","East Asia and the Pacific",0,1,0,2214.452321,"Lower",99546,NA,NA,NA,NA,NA,13.72,NA,NA,NA,100,37.58,0,100,9.22,NA,NA,NA,18.22,NA,100,NA,NA,NA,100,NA,NA,14.23,100,100,0,NA,NA,NA,60.93,NA,NA,NA,NA,NA,NA,3.33,NA,NA,NA,0,-25.66,0,49.99,2.06,NA,NA,NA,4.6,NA,50,NA,NA,NA,NA,NA,0,-50,50,0,0,NA,NA,NA,-1.33,NA
"KNA","Saint Kitts and Nevis","Latin America and Caribbean",0,0,0,11770.52553,"Middle",52402,NA,NA,NA,NA,84,82.56,NA,100,NA,81.39,43.38,81.82,58.73,65.13,NA,100,NA,100,NA,NA,NA,NA,NA,100,NA,44.17,29.8,60.86,6.06,81.82,NA,NA,NA,56.95,84,NA,NA,NA,NA,-8,0,NA,0,NA,-9.31,17.06,50,0,0,NA,0,NA,0,NA,NA,NA,NA,NA,-27.92,NA,0,47.28,0,0,50,NA,NA,NA,-13.16,-8
"KOR","South Korea","East Asia and the Pacific",0,0,0,27026.7855,"Upper",48875000,57.2,91.35,42.57,94.45,22.77,87.46,22.73,89.03,53.69,83.24,13.72,36.6,64.79,100,94.45,100,78.05,74.93,7.18,NA,22.42,38.15,9.15,70.08,100,79.65,20.42,77.44,34.24,95.45,1.04,42.34,65.05,7.03,22.77,11.28,24.5,0.47,31.04,-38.62,25,-14.48,10.9,49.77,-8.38,6.7,8.61,8.47,0,31.04,0,21.8,50,12.91,NA,-49.32,14.87,-14.36,-10.18,0,-14.96,6.82,1.17,26.12,0,-1.79,50,49.53,6.58,-38.62
"KWT","Kuwait","Middle East and North Africa",0,1,0,49541.50994,"Upper",2736732,35.54,83.84,14.84,79,12.5,92.09,3.57,85.27,9.76,100,23.15,56.62,13.15,100,79,100,70.54,84.18,37.2,NA,0,10.19,0,100,NA,NA,36.13,28.11,9.35,95.45,0,0,19.51,10.17,12.5,-7.44,-7.95,-7.03,-3.4,-43.75,0,2.19,-25,-2.77,0,-14.13,0,0,0,-3.4,0,-50,0,0,NA,0,12.55,-14.69,NA,NA,0,-24.47,0,0,0,0,0,-5.54,-3.79,-43.75
"LAO","Laos","East Asia and the Pacific",1,0,0,2297.808805,"Middle",6200894,NA,38.35,NA,49.5,50.77,14.88,NA,39.51,NA,46.12,NA,96.97,94,16.12,49.5,0.44,78.57,13.64,100,NA,NA,NA,NA,35.46,58.73,44.17,NA,NA,94,90.91,NA,NA,NA,NA,50.77,NA,30.06,NA,50,-24.62,22.82,NA,-2.59,NA,-26.94,NA,0,0,34.01,50,-0.26,-4.92,11.63,0,NA,NA,NA,NA,-27.92,-20.63,-32.27,NA,NA,0,0,NA,NA,NA,NA,-24.62
"LBN","Lebanon","Middle East and North Africa",0,0,0,12604.97362,"Middle",4227597,47.35,81.85,32.57,69.66,3.42,88.1,27.97,100,26.06,85.37,35.21,63.73,26.12,76.2,69.66,100,NA,100,56.96,NA,52.81,22.74,5.68,100,100,56.1,47.43,42.84,2.76,77.27,4.52,23.67,28.45,23,3.42,2.03,10.78,-5.12,21.55,-48.29,0,10.75,0,4.39,-7.32,-30.98,10.42,0,0,21.55,0,NA,0,0,NA,-5.52,29.45,23.49,-21.95,0,0,-50,0,0,31.25,-7.65,2.01,6.77,-11.96,-48.29
"LBR","Liberia","Sub-Saharan Africa",0,0,0,375.6524843,"Lower",3994122,NA,26.55,NA,24.06,99.65,12.1,NA,45.96,NA,76.01,26.37,0,6.58,3.99,24.06,0.15,91.77,20.21,NA,17.22,NA,NA,NA,28.02,100,100,14.11,0,10.41,0,NA,NA,NA,38.62,99.65,NA,22.3,NA,50,-0.17,4.02,NA,-14.8,NA,-12,-12.15,0,8.14,2.62,50,0,-29.61,5.42,NA,30.92,NA,NA,NA,0,0,-35.99,-6.45,0,1.9,0,NA,NA,NA,-17.86,-0.17
"LBY","Libyan Arab Jamahiriya","Middle East and North Africa",0,1,0,15361.15753,"Upper",6355112,37.68,77.42,20.65,84.31,17.66,41.05,20.29,100,41.46,100,62.29,0,5.1,69.96,84.31,100,100,12.14,NA,NA,33.5,24.46,0,100,100,NA,72.24,27.89,0.65,0,0,34.66,48.26,52.35,17.66,5.59,11.8,0.52,16.77,-41.17,0,5.86,13.65,25.71,0,11.29,0,0,0,16.77,27.3,0,0,NA,NA,-5.53,22.28,0,NA,0,0,0,0,0,0,0,23.87,27.55,22.59,-41.17
"LCA","Saint Lucia","Latin America and Caribbean",0,0,0,8363.743667,"Middle",174000,NA,78.2,NA,70.17,67.82,72.45,NA,100,NA,80.13,45.67,0,53.65,69.96,70.17,100,NA,74.93,NA,99.86,NA,NA,NA,100,NA,40.39,24.22,37.01,61.76,0,NA,NA,NA,67.11,67.82,NA,21.05,NA,17.1,-16.09,0,NA,50,NA,-9.93,-16.2,0,0,0,17.1,50,NA,0,NA,0,NA,NA,NA,-29.8,NA,0,-50,0,0,0,NA,NA,NA,17.59,-16.09
"LIE","Liechtenstein","Europe",1,0,0,134171.99,"Upper",36032,NA,NA,NA,NA,NA,NA,NA,100,NA,95.32,NA,1.45,77.71,NA,NA,100,NA,NA,2.17,NA,NA,NA,NA,100,100,85.95,NA,NA,77.71,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,-2.34,NA,0,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,-7.02,0,0,NA,NA,0,0,NA,NA,NA,NA,NA
"LKA","Sri Lanka","South Asia",0,0,0,4555.038928,"Middle",20859949,55.72,66.54,51.08,83.33,12.33,47.69,67.8,51.8,36.46,49.29,50.03,87.88,49.72,50.11,83.33,3.59,100,45.28,100,33.34,100,73.2,8.18,25.25,28.23,94.4,29.8,51.22,85.24,63.64,39.71,42.15,30.77,70.26,12.33,11.73,30.93,-3.98,39.39,-43.83,45.14,7.25,-0.18,0.12,-25.35,-11.94,33.33,0,48.74,39.39,-0.37,0,41.53,50,0,0,22.7,6.61,-2.8,-35.88,-37.37,-34.32,0,0,0,-11.25,-4.59,4.84,10.44,-43.83
"LSO","Lesotho","Sub-Saharan Africa",1,1,0,1385.798906,"Lower",2171318,NA,30.95,NA,24.65,40.38,22.03,NA,52.48,NA,100,NA,0,1.41,7.33,24.65,4.95,100,36.73,NA,NA,NA,NA,NA,100,NA,100,NA,NA,1.41,0,NA,NA,NA,NA,40.38,NA,10.79,NA,14.12,-29.81,15.98,NA,-1.07,NA,0,NA,0,0,0.23,14.12,-2.14,0,31.74,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,NA,NA,NA,NA,-29.81
"LTU","Lithuania","Europe",0,0,0,15390.81833,"Upper",3320656,65.5,83.28,57.88,74.13,42.26,84.88,44.67,100,42.75,100,24.64,50.16,86.06,73.4,74.13,100,100,96.37,29.78,NA,60.42,53.12,28.21,100,100,100,20.42,90.94,85.76,90.91,4.67,35.76,49.75,28.86,42.26,0.63,-12.16,11.1,-25.85,-28.87,3.04,-0.89,0,8.11,0,12.61,18.34,45.34,2.4,-25.85,0,0,3.69,27.51,NA,-50,29.49,29.46,0,0,0,-0.57,0,48.09,0,12.46,-1.51,17.74,25.78,-28.87
"LUX","Luxembourg","Europe",1,0,0,71161.78855,"Upper",505831,69.2,100,56,100,35.2,100,19.76,100,62.53,95.32,NA,14.81,100,100,100,100,NA,100,22.22,NA,0,47.63,12.12,100,100,85.95,NA,NA,100,0,8.51,43.34,81.73,NA,35.2,0.26,8.1,-6.16,16.2,-32.4,0,-16.45,0,13.59,-2.34,NA,12.17,0,0,16.2,0,NA,0,18.26,NA,-12.88,8.75,-50,-7.02,0,0,NA,NA,0,0,-50,15.11,12.07,NA,-32.4
"LVA","Latvia","Europe",0,0,0,12938.0177,"Middle",2242916,70.37,73.81,68.9,85.35,54.18,58.12,56.32,66.41,74.41,93.22,29.11,51.78,96.97,32.06,85.35,32.82,100,84.18,34.48,NA,68.16,55.27,23.61,100,100,79.65,19.66,86.37,100,86.36,63.85,67.91,80.9,38.56,54.18,18,24.95,12.31,50,-22.91,0,5.39,-0.2,48.58,-3.39,-0.36,32.57,21.39,0,50,-0.4,0,0,48.85,NA,-22.31,36.41,21.71,-10.18,0,0,-1.59,0.01,27.5,0,-18.7,48.66,48.51,0.88,-22.91
"MAC","Macao","East Asia and the Pacific",0,0,0,55318.72066,"Upper",543656,NA,NA,NA,91.43,NA,NA,NA,NA,NA,NA,24.63,0,0,NA,91.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.25,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,26.01,NA,NA,NA,NA,NA,NA,1.7,0,0,NA,26.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,NA,0,0,NA,NA,NA,0,NA
"MAR","Morocco","Middle East and North Africa",0,0,0,4218.967387,"Middle",31951412,45.76,60.29,39.53,71.78,9.03,28.27,57.05,69.33,31.57,76.53,23.47,75.26,22.34,24.9,71.78,38.65,100,31.64,71.98,0,98.36,56.75,4.48,100,71.22,58.38,43.32,65.27,9.06,81.82,13.97,37.57,25.58,3.62,9.03,7.59,23.99,-5.83,44.26,-45.48,9.64,-1.48,-2.18,6.26,-11.73,-4.7,9.72,0.01,10.55,44.26,-4.36,0,8.72,0,0,-22.49,3.77,12.55,-20.81,-14.39,0,-12.86,0.04,0,29.17,21.25,2.25,10.27,3.46,-45.48
"MCO","Monaco","Europe",0,1,0,29556,"Upper",35407,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,13.13,13.64,100,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,100,13.64,NA,NA,NA,13.13,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,-50,31.25,49.41,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,0,31.25,NA,NA,NA,-50,NA
"MDA","Moldova","Eastern Europe and Central Asia",1,0,0,2789.438499,"Middle",3562062,45.21,60.32,38.74,69.16,22.29,39.15,42.94,63.8,45.07,100,NA,71.74,8.18,33.02,69.16,27.6,100,45.28,64.43,NA,90.82,26.43,11.18,100,100,100,NA,NA,8.18,86.36,1.53,53.45,36.69,NA,22.29,5.04,7.36,3.14,17.54,-38.85,-5.77,21.81,0.12,6.47,0,NA,16.67,0.34,0,17.54,0.23,0,-11.54,0,NA,-7.64,50,50,0,0,0,NA,NA,0.34,50,-3.47,-2.3,15.25,NA,-38.85
"MDG","Madagascar","Sub-Saharan Africa",0,0,0,868.924802,"Lower",20713819,NA,32.81,NA,38.31,45.11,4.53,NA,50.07,NA,56.31,43.53,89.39,31.36,2.5,38.31,0.15,100,6.57,100,37.12,NA,NA,NA,37.46,64.63,66.83,43.91,35.74,18,68.18,NA,NA,NA,43.15,45.11,NA,25.58,NA,50,-27.44,2.35,NA,-0.02,NA,-21.85,-18.26,33.33,0,0.76,50,-0.04,0,3.94,50,0,NA,NA,NA,-16.59,-17.68,-31.27,-46.84,0.01,0,0,NA,NA,NA,10.32,-27.44
"MDV","Maldives","South Asia",0,1,0,5135.968513,"Middle",315885,NA,58.01,NA,68.2,NA,61.82,NA,33.81,NA,100,53.2,46.11,75.45,76.2,68.2,33.81,NA,47.45,69.16,NA,NA,NA,NA,100,NA,100,21.08,75.47,0,0,NA,NA,NA,85.32,NA,NA,36.83,NA,49.93,NA,28.41,NA,19.05,NA,0,-0.39,0,49.98,50,49.93,19.05,NA,6.81,0,NA,NA,NA,NA,0,NA,0,-50,50,0,0,NA,NA,NA,49.21,NA
"MEX","Mexico","Latin America and Caribbean",0,0,0,12498.33814,"Middle",113423047,49.11,64.07,42.69,72.92,13.05,47.76,40.5,62.68,32.62,63.22,23.11,45.58,63.47,39.92,72.92,27.38,97.98,55.59,29.73,29.05,60.32,45.18,9.79,51.85,NA,85.95,24.37,82.77,63,77.27,14.09,27.61,37.63,21.85,13.05,10.72,24.25,-0.35,20.18,-43.47,30.79,-6.45,25.85,21.59,-18.39,-12.23,31.67,15.64,33.72,20.18,1.7,50,27.86,22.5,4.49,-29.32,0.02,36.62,-7.02,NA,-24.08,-27.3,5.15,41.04,50,-11.24,22.58,20.6,2.84,-43.47
"MHL","Marshall Islands","East Asia and the Pacific",0,1,0,2377.25,"Middle",54038,NA,NA,NA,NA,NA,41.7,NA,14.76,NA,100,50,0,45.57,27.8,NA,14.76,NA,55.59,NA,NA,NA,NA,NA,100,NA,NA,0,45.57,21.82,0,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,3.83,NA,-4.33,NA,0,-25,0,0,9.81,NA,-4.33,NA,-2.15,NA,NA,NA,NA,NA,NA,NA,0,-50,0,0,0,NA,NA,NA,0,NA
"MKD","Macedonia","Eastern Europe and Central Asia",1,0,0,8733.745473,"Middle",2060563,46.96,73.78,35.47,82.39,19.82,73.08,34.28,57.27,20.43,98.13,NA,44.29,28.18,46.16,82.39,14.55,100,100,48.25,NA,56.94,31.8,2.88,100,100,94.4,NA,NA,28.18,36.36,18.6,20.49,20.36,NA,19.82,3.77,7.06,1.07,12.8,-40.09,2.77,8.48,-0.11,31.09,-0.93,NA,0,0.24,5.53,12.8,-0.22,0,0,0,NA,-3.46,23.61,-4.95,-2.8,0,0,NA,NA,0.24,0,14.45,31.32,30.87,NA,-40.09
"MLI","Mali","Sub-Saharan Africa",1,0,0,954.9824016,"Lower",15369809,NA,13.46,NA,3.55,35.77,11.34,NA,35.41,NA,76.68,NA,49.84,14.29,9.55,3.55,0.29,70.54,13.13,74.77,NA,NA,NA,NA,30.05,100,100,NA,NA,14.29,0,NA,NA,NA,NA,35.77,NA,7.91,NA,10.57,-32.11,9.72,NA,0.77,NA,-11.66,NA,-27.56,0.92,4.38,10.57,-1.22,2.76,15.07,-41.34,NA,NA,NA,NA,0,0,-34.97,NA,NA,0.92,0,NA,NA,NA,NA,-32.11
"MLT","Malta","Europe",0,1,0,22102.12697,"Upper",412961,48.51,91.2,30.22,82.39,12.3,100,32.29,100,23.56,100,34.66,14.81,44.09,100,82.39,100,NA,100,22.22,NA,43.65,48.59,0,NA,100,NA,43.7,43.74,99.18,0,0,14.36,32.76,25.63,12.3,1.24,3.06,-0.25,6.13,-43.85,0,-3.02,0,35.68,0,0,12.17,2.12,0,6.13,0,NA,0,18.26,NA,-12.13,4.14,-1.48,NA,0,NA,50,1.96,27.46,0,0,38.42,32.94,-50,-43.85
"MMR","Myanmar","East Asia and the Pacific",0,0,0,1025.09,"Lower",47963012,52.72,36.01,59.88,40.73,50.86,28.74,77.27,33.84,70.24,26.29,33.3,84.85,53.57,35.09,40.73,0.74,66.95,22.38,100,89.89,100,81.73,19.61,20.48,0,58.38,50.45,54.93,34.12,54.55,71.47,78.25,62.24,16.15,50.86,6.56,15.84,-1.04,23.48,-24.57,24.74,24.35,-8.33,-7.03,-36.86,-22.17,0,6.98,40.61,23.48,-0.31,-16.36,8.87,0,0.18,0,26.71,50,-20.81,-50,-39.76,-50,0,14.29,0,50,-7.62,-6.43,5.66,-24.57
"MNE","Montenegro",NA,0,0,0,10027.51376,"Middle",631490,NA,74.87,NA,88.78,58.38,63.66,NA,58.26,0,98.13,22.23,68.18,74.49,52.39,88.78,16.53,100,74.93,NA,NA,NA,NA,NA,100,100,94.4,29.8,65.16,77.94,68.18,NA,0,0,14.66,58.38,NA,1.98,NA,3.94,-20.81,0,NA,0.04,0,-0.93,-8.97,0,0.04,0,3.94,0.07,0,0,NA,NA,NA,NA,NA,-2.8,0,0,-6.19,0,0.06,0,NA,0,0,-11.75,-20.81
"MNG","Mongolia","East Asia and the Pacific",1,0,0,3612.580946,"Middle",2756001,45.37,46.57,44.85,56.85,41.77,20.67,19.66,51.91,13.03,55.93,NA,87.88,69.47,14.81,56.85,3.83,100,26.54,100,NA,53.53,0,6.14,26.19,100,41.59,NA,NA,69.47,63.64,0,22.57,3.49,NA,41.77,6.35,25.79,-9.55,45.91,-29.11,11.3,-15.84,0.02,5.45,-22.04,NA,0,0,1.67,45.91,0.05,0,20.94,0,NA,-50,0.35,10.24,-29.21,0,-36.9,NA,NA,0,0,0,0.25,10.65,NA,-29.11
"MNP","Northern Mariana Islands","East Asia and the Pacific",0,1,0,13572.5,"Middle",60917,NA,NA,NA,NA,NA,66.38,NA,NA,NA,28.88,52.94,0,75.01,57.84,NA,NA,NA,74.93,NA,0.1,NA,NA,NA,28.88,NA,NA,5.88,100,74.06,0,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,22.6,NA,NA,NA,-35.56,16.29,0,37.5,24.64,NA,NA,NA,20.56,NA,0,NA,NA,NA,NA,NA,-35.56,16.47,50,50,0,NA,NA,NA,16.1,NA
"MOZ","Mozambique","Sub-Saharan Africa",0,0,0,845.0198164,"Lower",23390765,47.82,22.05,58.86,15.75,34.19,6.48,93.35,50.22,50.17,71.05,28.67,13.9,62.03,3.99,15.75,0.44,100,8.97,20.84,0.01,100,85.52,89.56,33.51,100,79.65,23,70.17,90.76,0,99.92,68.57,31.76,34.34,34.19,0.83,12.68,-8.86,23.28,-32.9,4.21,10.83,-0.06,-17.24,-14.48,-29.75,-33.33,4.65,2.82,23.28,-0.11,0,5.6,-50,0,0,8.77,50,-10.18,0,-33.25,-50,7.13,5.61,0,1.75,-23.65,-10.83,-9.51,-32.9
"MRT","Mauritania","Sub-Saharan Africa",0,1,0,1743.875902,"Lower",3459773,NA,23.88,NA,20.83,37.41,8.14,NA,45.72,NA,52.16,14.91,0,13.37,6.45,20.83,6.91,84.53,9.83,NA,NA,NA,NA,NA,4.32,100,NA,10.78,91.5,3.18,0,NA,NA,NA,19.03,37.41,NA,7.46,NA,10.82,-31.29,7.56,NA,0.62,NA,-23.92,2.04,0,0,4.9,10.82,1.77,-0.52,10.22,NA,NA,NA,NA,NA,NA,0,-47.84,-5.08,0,0,0,NA,NA,NA,9.16,-31.29
"MSR","Montserrat","Latin America and Caribbean",0,1,0,3544.5,"Middle",5118,NA,NA,NA,NA,55.52,100,NA,NA,NA,75.7,NA,0,8.45,100,NA,NA,NA,100,NA,16.51,NA,NA,NA,100,NA,27.11,NA,5.38,32.82,0,NA,NA,NA,NA,55.52,NA,NA,NA,NA,-22.24,0,NA,NA,NA,-12.15,NA,0,0,0,NA,NA,NA,0,NA,0,NA,NA,NA,-36.44,NA,0,NA,0,0,0,NA,NA,NA,NA,-22.24
