"pointspread" "score1" "score2" "scorediff" "loc"
11 66 63 -3 "N"
6.5 57 46 -11 "N"
-4 74 76 2 "N"
-5.5 53 56 3 "V"
-6 78 58 -20 "H"
19 49 95 46 "N"
15.5 62 89 27 "N"
13 55 69 14 "N"
12 63 73 10 "V"
-7.5 53 42 -11 "H"
8.5 51 59 8 "V"
-3.5 56 54 -2 "H"
7.5 72 61 -11 "V"
3 43 75 32 "H"
12 57 72 15 "V"
15 70 96 26 "V"
20.5 47 82 35 "H"
4 49 55 6 "H1"
4 68 69 1 "H"
17 75 93 18 "V"
28 58 83 25 "V"
12 36 78 42 "H"
11.5 68 80 12 "V"
15.5 56 64 8 "V"
3.5 31 72 41 "H"
19.5 55 85 30 "V"
12 73 67 -6 "H"
8.5 72 79 7 "V"
2 74 71 -3 "H1"
6 70 59 -11 "N"
13.5 53 69 16 "N"
-27 83 69 -14 "H"
-3 78 70 -8 "N"
5.5 61 84 23 "N"
2.5 68 65 -3 "N"
-26 72 56 -16 "H"
-17.5 81 65 -16 "H"
-14.5 68 38 -30 "H"
-2 82 73 -9 "N"
3.5 94 97 3 "V1"
-9.5 84 68 -16 "H"
5 49 64 15 "V"
-13 79 62 -17 "H"
13 52 83 31 "V"
-13.5 71 65 -6 "H"
-12 81 59 -22 "H"
-4.5 70 73 3 "V"
-15.5 91 77 -14 "H"
-3.5 68 70 2 "V"
-6.5 98 79 -19 "H"
-12 78 36 -42 "V"
1 71 73 2 "V"
5 63 60 -3 "H"
2 83 90 7 "V1"
-9.5 90 68 -22 "V"
-14 89 76 -13 "H"
-9.5 93 63 -30 "H"
-1 62 64 2 "V"
-10.5 62 50 -12 "N"
-4.5 62 64 2 "N"
-3 72 84 12 "N"
7.5 44 60 16 "H"
3.5 67 74 7 "N1"
3.5 61 62 1 "N"
4.5 42 61 19 "V"
18.5 42 62 20 "V"
6.5 54 62 8 "H"
15.5 51 71 20 "V"
4.5 70 59 -11 "H"
13.5 59 62 3 "V1"
10 77 65 -12 "V"
9.5 62 55 -7 "H"
14 52 74 22 "H"
10.5 60 68 8 "V"
8 66 69 3 "V"
11 52 62 10 "H"
-1 78 72 -6 "H"
19 77 91 14 "V"
3 62 61 -1 "H"
12.5 37 48 11 "V"
15.5 50 79 29 "V"
4.5 67 65 -2 "H"
5.5 54 62 8 "V"
5.5 63 69 6 "H"
3 57 54 -3 "V"
13 50 86 36 "V"
-2.5 64 56 -8 "H"
2.5 61 53 -8 "N"
12.5 59 69 10 "N"
5 50 48 -2 "H"
-15 75 62 -13 "H"
-2 61 57 -4 "H"
-4.5 60 74 14 "H"
5 79 63 -16 "V"
2 63 51 -12 "H"
8 42 64 22 "H"
14 38 60 22 "V"
-7.5 59 55 -4 "H"
-5.5 89 75 -14 "N"
7.5 52 68 16 "V"
20.5 44 70 26 "V"
8.5 41 47 6 "H"
21.5 47 62 15 "V"
18 56 66 10 "V"
2.5 56 65 9 "H"
4 68 64 -4 "V"
5 51 71 20 "H"
1.5 64 49 -15 "H"
18 65 84 19 "V"
11.5 56 63 7 "H"
-5.5 67 53 -14 "H"
23 47 76 29 "V"
9.5 64 73 9 "H"
6 64 60 -4 "H"
16.5 46 77 31 "V"
13.5 65 72 7 "V"
8 53 51 -2 "H"
13 60 74 14 "V"
6 57 55 -2 "N"
14 50 71 21 "N"
-1.5 64 78 14 "V"
-8.5 80 77 -3 "H"
-5 71 69 -2 "H"
-15 79 61 -18 "H"
7.5 82 89 7 "V"
-11.5 84 83 -1 "H"
-5.5 66 76 10 "H"
5.5 72 78 6 "V1"
9.5 76 73 -3 "V"
-7 69 56 -13 "H"
-3.5 59 51 -8 "H"
-11.5 85 75 -10 "H"
12.5 43 56 13 "V"
4 65 78 13 "V"
-1.5 48 59 11 "H"
2.5 68 61 -7 "V"
4.5 57 78 21 "H"
1.5 75 59 -16 "H"
13.5 54 66 12 "V"
13 62 75 13 "V"
6.5 69 73 4 "H"
-3.5 74 69 -5 "H"
6.5 48 68 20 "V"
-7 64 69 5 "H1"
14 75 88 13 "V"
8.5 47 73 26 "V"
6 63 80 17 "H"
8 62 75 13 "H"
15.5 66 77 11 "V"
3 81 85 4 "N"
-6 86 81 -5 "H"
-10.5 66 59 -7 "N"
-8 70 69 -1 "N"
-3.5 66 60 -6 "N"
-16 73 58 -15 "H"
-19 69 54 -15 "H"
-6.5 77 68 -9 "V1"
-8.5 75 67 -8 "H"
-10 65 52 -13 "H"
-10.5 73 58 -15 "H"
-4.5 68 63 -5 "V"
-14.5 65 70 5 "H"
6 55 54 -1 "V"
4.5 46 60 14 "V"
-3.5 65 60 -5 "H"
-16 72 45 -27 "H"
1.5 79 74 -5 "V1"
-4.5 66 61 -5 "H"
4 34 55 21 "V"
-1.5 63 59 -4 "V"
-13 75 62 -13 "H"
-11.5 81 58 -23 "H"
5.5 55 64 9 "V"
-7 54 48 -6 "V"
-8.5 60 50 -10 "H"
6 91 82 -9 "V"
-5.5 70 60 -10 "H"
-11.5 53 42 -11 "H"
-8 75 62 -13 "V"
-4 88 89 1 "V"
-9 59 46 -13 "N"
-2 60 50 -10 "N"
2.5 63 56 -7 "V"
-10.5 62 68 6 "N"
8.5 62 71 9 "V"
2.5 83 86 3 "V"
-11 79 57 -22 "H"
4 54 55 1 "V"
-5 68 60 -8 "H"
3 58 52 -6 "V"
10.5 58 73 15 "V"
4.5 63 68 5 "H"
-15.5 71 51 -20 "H"
-1.5 47 68 21 "V"
5.5 72 81 9 "V"
-12 82 62 -20 "H"
-15 78 67 -11 "H"
-3.5 83 82 -1 "V2"
1.5 71 70 -1 "V"
-4 64 51 -13 "H"
-13 70 53 -17 "H"
-2 53 42 -11 "H"
-8.5 86 72 -14 "V"
-7.5 75 62 -13 "V"
-10.5 76 74 -2 "H"
-14.5 60 57 -3 "H"
-8.5 67 57 -10 "V"
2 69 73 4 "V"
-4.5 55 51 -4 "H"
8.5 60 66 6 "V"
-2.5 78 60 -18 "H"
-9.5 69 66 -3 "H"
-6.5 65 49 -16 "N"
-10.5 74 65 -9 "N"
-4.5 64 55 -9 "N"
9.5 44 64 20 "N"
-20.5 80 56 -24 "H"
-11 78 63 -15 "V"
-19 95 49 -46 "N"
-8.5 71 82 11 "N"
-22 112 70 -42 "V"
10 59 83 24 "V"
-17 102 84 -18 "H"
-17 93 87 -6 "H"
-4.5 67 85 18 "V"
-24.5 97 63 -34 "H"
-2.5 79 73 -6 "H"
2.5 52 61 9 "V"
-4 59 68 9 "H"
3.5 77 72 -5 "V"
-6 62 52 -10 "H"
-10.5 79 63 -16 "H"
4.5 83 91 8 "V"
-4.5 82 70 -12 "V"
-15.5 72 60 -12 "H1"
-13 87 62 -25 "H"
7.5 61 87 26 "V"
11 68 73 5 "V"
-5 93 81 -12 "H"
-3.5 70 58 -12 "V"
-6 76 65 -11 "H"
-3.5 68 59 -9 "V"
-12 79 58 -21 "H"
-1 79 68 -11 "V"
-2 53 69 16 "H"
-8.5 83 62 -21 "N"
-4.5 79 76 -3 "N"
2 77 87 10 "N"
-4.5 78 71 -7 "N"
6.5 58 70 12 "VN"
-20 97 59 -38 "H"
-12.5 72 55 -17 "N"
-8 94 76 -18 "N"
-10 56 76 20 "N"
6 72 79 7 "V"
-5 69 65 -4 "N"
-16 80 63 -17 "HN"
-7.5 88 79 -9 "H"
-10.5 92 73 -19 "H"
-17.5 84 68 -16 "H"
-23 89 68 -21 "H"
-7.5 78 73 -5 "V"
-9.5 83 70 -13 "H"
2.5 84 76 -8 "H"
2.5 50 51 1 "V"
-9.5 66 62 -4 "H"
-7.5 84 86 2 "V"
-4.5 91 83 -8 "H"
4 55 58 3 "V"
1.5 78 79 1 "H"
11 85 98 13 "V"
-2 58 57 -1 "V"
-14 90 86 -4 "H1"
-8 84 66 -18 "H"
6 65 76 11 "V"
-9.5 82 64 -18 "H"
-3.5 70 57 -13 "V"
-13.5 81 66 -15 "H"
-3.5 67 71 4 "V"
-10.5 80 63 -17 "N"
-1 75 56 -19 "N"
2 71 81 10 "N"
-4 72 76 4 "N"
15.5 58 101 43 "V"
19 47 85 38 "V"
20 40 66 26 "V"
-1 49 37 -12 "H"
15 58 61 3 "V"
14.5 66 73 7 "V"
15.5 61 77 16 "V"
-4.5 87 73 -14 "H"
-3.5 74 79 5 "H"
9.5 64 68 4 "V"
8 50 78 28 "V"
7 82 74 -8 "H"
-2.5 65 60 -5 "H"
7.5 63 81 18 "V"
3 57 51 -6 "V"
2 56 63 7 "H"
11 56 71 15 "V"
7.5 68 81 13 "V"
4 76 72 -4 "H"
-5.5 56 65 9 "H"
7.5 86 92 6 "V"
4.5 73 67 -6 "H"
7.5 61 84 23 "V"
4 78 79 1 "H"
1 72 73 1 "H"
13 46 62 16 "V"
10.5 51 71 20 "V"
-10 74 59 -15 "N"
-9 80 66 -14 "N"
7 64 80 16 "V"
-7.5 59 72 13 "H"
-8.5 76 80 4 "H"
12.5 63 67 4 "V"
3.5 64 70 6 "V"
14 57 75 18 "V"
-11.5 76 59 -17 "H"
-13 68 81 13 "H"
3 53 67 14 "V"
-2.5 66 56 -10 "H"
3 64 70 6 "V"
2.5 61 59 -2 "V1"
9 64 72 8 "H"
-3 57 62 5 "H"
1.5 74 105 31 "V"
10.5 66 75 9 "V1"
-1.5 59 70 11 "H"
-1.5 77 67 -10 "H"
-4 73 85 12 "V"
3 63 61 -2 "V"
-5.5 66 57 -9 "H1"
7.5 57 69 12 "V"
4 74 50 -24 "H"
-2.5 55 74 19 "N"
10.5 67 66 -1 "V"
-7 61 52 -9 "N"
10.5 74 71 -3 "N"
4 59 67 8 "N"
4 66 72 6 "H"
4.5 64 66 2 "H"
3 63 83 20 "V"
7.5 84 74 -10 "V"
-9.5 68 64 -4 "H"
5.5 63 58 -5 "V1"
-1 70 59 -11 "V"
-14 65 60 -5 "H"
4 74 70 -4 "V"
-10.5 95 91 -4 "H2"
-1.5 71 51 -20 "H"
-8 73 78 5 "H"
-3 59 52 -7 "H"
-7 62 57 -5 "V"
-2.5 79 74 -5 "V1"
-1 68 64 -4 "V"
-4 74 76 2 "H1"
-4.5 67 73 6 "V"
-4.5 66 64 -2 "H"
4.5 90 84 -6 "V1"
-8 74 81 7 "H"
2 69 67 -2 "N"
-2 57 70 13 "N"
11.5 43 62 19 "V"
3 64 77 13 "V"
19 46 69 23 "V"
6 46 53 7 "H"
6 46 58 12 "H"
20.5 43 60 17 "V"
-3 65 54 -11 "H"
10.5 73 80 7 "V1"
17.5 64 69 5 "V"
4.5 48 75 27 "V"
16.5 57 67 10 "V"
9.5 59 64 5 "H"
7.5 72 61 -11 "V"
12 53 68 15 "H"
20 63 81 18 "V"
2.5 34 71 37 "H"
8.5 74 61 -13 "V"
5.5 25 42 17 "V"
6 67 65 -2 "H"
3 64 69 5 "H"
2.5 41 57 16 "H"
10.5 54 59 5 "V"
-2 52 56 4 "H"
13.5 58 66 8 "V"
-2.5 47 59 12 "H"
-1 41 53 12 "H"
-1 50 69 19 "H"
11 46 70 24 "V"
10.5 51 53 2 "V"
8.5 44 45 1 "V"
-15.5 84 81 -3 "H1"
-16.5 72 47 -25 "H"
9 46 51 5 "N"
2 50 66 16 "N"
4 47 52 5 "N"
-14 72 61 -11 "H"
-15 76 59 -17 "H"
2.5 82 77 -5 "V1"
3.5 73 80 7 "N"
10 59 73 14 "V"
1.5 82 75 -7 "H"
8 41 66 25 "V"
-7 61 65 4 "H"
8.5 70 60 -10 "V"
-6 59 62 3 "H"
-7 84 53 -31 "H"
11.5 68 79 11 "V"
-10 85 55 -30 "H"
-11 58 45 -13 "H"
-1 58 59 1 "V"
2 51 54 3 "V1"
2 57 52 -5 "H"
-12.5 48 37 -11 "H"
-3.5 68 65 -3 "V"
2 61 54 -7 "H"
-3 71 64 -7 "V"
-5.5 69 63 -6 "V"
-4.5 57 63 6 "H"
-2.5 57 63 6 "V"
-3.5 80 72 -8 "H"
1 65 73 8 "N"
-15.5 77 66 -11 "H"
-12.5 63 51 -12 "H"
-11 90 77 -13 "H"
-5 56 59 3 "H"
-18 79 49 -30 "H"
-11.5 55 31 -24 "N"
2.5 72 69 -3 "N1"
-5 57 77 20 "H"
-11 44 50 6 "H"
10.5 74 70 -4 "V"
-1.5 65 74 9 "H"
-15 74 68 -6 "H"
2.5 68 70 2 "H"
-14 63 42 -21 "H"
10 66 94 28 "H"
17 51 69 18 "V"
2 70 54 -16 "V"
-1 50 70 20 "H"
10.5 68 54 -14 "V"
12 59 67 8 "H"
8.5 55 48 -7 "H"
-1.5 49 64 15 "V"
16 46 68 22 "V"
-2 75 60 -15 "H"
8 57 71 14 "V"
16.5 59 69 10 "V"
3 41 62 21 "H"
8 41 69 28 "H"
6.5 43 74 31 "V"
10.5 53 63 10 "H"
-5 59 66 7 "H"
18 61 71 10 "V"
9.5 59 73 14 "N"
-13.5 58 49 -9 "H"
-4 70 79 9 "N1"
-3 78 68 -10 "N"
-16.5 65 48 -17 "H"
-32 92 65 -27 "H"
-1.5 64 50 -14 "H"
-22.5 84 57 -27 "H"
-7.5 81 68 -13 "N"
-22.5 74 62 -12 "H"
-16 89 67 -22 "H"
-9.5 93 74 -19 "H"
4.5 66 60 -6 "V"
-8.5 58 65 7 "H"
-6.5 63 67 4 "V"
-12 69 66 -3 "H"
-5.5 47 63 16 "H"
-4 73 65 -8 "V"
-8 65 60 -5 "H"
-6.5 79 71 -8 "V1"
8.5 47 63 16 "V"
5.5 104 101 -3 "H5"
-11 82 78 -4 "H1"
2 54 71 17 "V"
10.5 51 42 -9 "V"
-3 62 41 -21 "H"
5.5 64 72 8 "V"
-10 66 40 -26 "H"
11.5 57 73 16 "V"
-7.5 69 61 -8 "N"
2.5 73 65 -8 "N"
8.5 57 69 12 "N"
1 58 76 18 "N"
-16 81 52 -29 "H"
-19 85 47 -38 "H"
-17.5 73 50 -23 "H"
-7.5 73 48 -25 "H"
-13 69 64 -5 "H"
3 58 84 26 "V"
-15 78 61 -17 "H"
-2 76 85 9 "V"
3.5 63 74 11 "V"
-13 94 57 -37 "H"
-14.5 86 68 -18 "H"
-7.5 61 59 -2 "V"
-20 81 63 -18 "H"
-14.5 76 67 -9 "H"
-9 74 62 -12 "V"
-4 69 68 -1 "V"
5.5 72 86 14 "V"
-10 69 42 -27 "V"
-13.5 72 63 -9 "H"
-10 82 63 -19 "V"
-10.5 78 75 -3 "H1"
-17 73 50 -23 "H"
6.5 62 81 19 "V"
-3.5 81 88 7 "H1"
-5 78 65 -13 "V"
-4.5 72 69 -3 "V"
-16.5 58 54 -4 "H"
-7.5 74 63 -11 "N"
-2 46 65 19 "N"
8 57 61 4 "V"
-22.5 69 58 -11 "N"
-8.5 77 66 -11 "N"
-29 91 45 -46 "H"
5.5 68 73 5 "V"
-21.5 89 55 -34 "H"
-22.5 85 45 -40 "H"
-25 90 72 -18 "H"
-27.5 65 55 -10 "H"
-5 66 74 8 "H"
-36 87 44 -43 "H"
-20.5 70 44 -26 "H"
-3 55 74 19 "V"
-8 74 64 -10 "V"
-1.5 56 53 -3 "H"
1.5 56 59 3 "V"
-10.5 72 63 -9 "H"
-13.5 65 51 -14 "V"
-6 58 49 -9 "H"
-11.5 63 56 -7 "V"
7.5 74 76 2 "V1"
-1.5 68 81 13 "H"
-16.5 69 59 -10 "H"
3.5 49 71 22 "V"
-6 71 45 -26 "H"
-3 68 60 -8 "H"
-10.5 63 53 -10 "V"
7.5 67 58 -9 "V"
-9.5 68 55 -13 "H"
-14 71 50 -21 "N"
-1.5 61 58 -3 "N"
-2 50 43 -7 "N"
-14.5 95 70 -25 "HN"
-7.5 78 75 -3 "HN"
-3.5 73 70 -3 "N"
-4.5 66 70 4 "N"
-24 85 51 -34 "H"
-9.5 63 59 -4 "V"
-3.5 68 61 -7 "N"
9 47 72 25 "N"
2.5 77 70 -7 "N"
4.5 78 81 3 "V"
-3 64 54 -10 "HN"
-3.5 74 63 -11 "H"
4.5 67 57 -10 "V"
-2 77 68 -9 "H"
-15 81 63 -18 "H"
7 60 69 9 "V"
-7.5 73 67 -6 "H"
12.5 54 67 13 "V"
6.5 74 71 -3 "V"
-2.5 50 52 2 "H"
5.5 64 83 19 "V"
5 72 66 -6 "H"
-15.5 75 48 -27 "H"
9 79 84 5 "V1"
-9.5 86 71 -15 "V"
-4 90 76 -14 "H"
-2 86 92 6 "V1"
-4.5 86 69 -17 "H"
-10 83 70 -13 "H"
-11.5 67 70 3 "V"
1.5 66 73 7 "N"
2.5 55 70 15 "N"
-19.5 73 65 -8 "H"
-4 69 65 -4 "N1"
3 62 45 -17 "N"
10 76 56 -20 "N"
-20.5 81 58 -23 "H"
-2 71 81 10 "V"
-10 61 49 -12 "H"
-18.5 62 42 -20 "H"
-14.5 69 44 -25 "H"
-21 78 42 -36 "H"
-2.5 68 69 1 "H"
3 67 73 6 "V"
-19.5 63 45 -18 "H"
2 68 77 9 "V"
-18 79 45 -34 "H"
4.5 54 64 10 "V"
-9.5 80 66 -14 "H"
-6.5 78 76 -2 "H"
9.5 85 80 -5 "V"
-6.5 69 67 -2 "H1"
-3.5 72 59 -13 "V"
-12 91 67 -24 "V"
-9 84 79 -5 "H1"
-1 67 68 1 "H2"
-3.5 73 57 -16 "V"
-14 64 47 -17 "V"
-12.5 78 65 -13 "H"
2.5 76 87 11 "V"
-5 76 70 -6 "H"
-2.5 74 72 -2 "N"
1.5 57 68 11 "VN"
-2.5 55 68 13 "N"
-10 70 79 9 "H"
6.5 55 67 12 "V"
13 72 79 7 "V"
3 62 71 9 "V"
5.5 53 80 27 "H"
15.5 70 83 13 "H"
6 71 75 4 "H"
8 65 76 11 "V"
14 63 61 -2 "N"
2 54 55 1 "H"
-3.5 55 58 3 "H"
2 72 84 12 "H"
11 46 71 25 "V"
2.5 60 65 5 "V"
-3.5 54 69 15 "H"
7.5 46 56 10 "V"
-1.5 66 68 2 "H"
8 63 83 20 "V"
6 74 85 11 "H"
12 78 66 -12 "V"
2.5 74 79 5 "H1"
7.5 73 75 2 "V"
-5 62 74 12 "H"
-7.5 84 61 -23 "H"
-2.5 59 70 11 "V"
2.5 77 81 4 "H"
8 81 74 -7 "V"
-20 83 73 -10 "H"
-14 80 69 -11 "H"
-6.5 74 48 -26 "H"
-13 67 45 -22 "H"
11.5 83 79 -4 "V"
4.5 66 77 11 "N"
-17.5 95 78 -17 "H"
-23.5 87 35 -52 "H"
-14 60 38 -22 "H"
-5 84 91 7 "V3"
-12.5 56 43 -13 "H"
-2 79 66 -13 "V"
1.5 70 66 -4 "H"
-9 68 65 -3 "H"
-4 76 74 -2 "V"
5 76 67 -9 "V"
-10.5 68 61 -7 "H"
-8 81 76 -5 "H"
2.5 52 76 24 "V"
1.5 54 58 4 "V"
-6.5 47 48 1 "H"
-13 73 64 -9 "H"
2.5 65 52 -13 "V"
-4 79 77 -2 "V1"
-6 46 48 2 "H"
-5 77 66 -11 "H"
-10 85 75 -10 "H"
3.5 53 76 23 "V"
-4.5 62 72 10 "V"
-3.5 80 77 -3 "N1"
-7.5 64 45 -19 "N"
-1.5 78 69 -9 "N"
2.5 68 55 -13 "N"
4.5 74 57 -17 "N"
10.5 69 77 8 "N"
-12.5 102 83 -19 "H"
-8.5 71 62 -9 "H"
2.5 62 65 3 "N"
1 66 58 -8 "N"
-21 78 65 -13 "H"
12 78 84 6 "VN"
-12 79 74 -5 "V"
-7.5 86 79 -7 "N"
-14.5 66 67 1 "H1"
2 66 79 13 "H"
-5 62 72 10 "H"
10.5 70 80 10 "H"
13.5 64 74 10 "V"
5 68 69 1 "V"
-1 74 66 -8 "H"
-4.5 68 71 3 "H"
7 68 71 3 "V"
9.5 73 81 8 "V"
-8.5 82 64 -18 "H"
-2 68 72 4 "H"
3.5 67 66 -1 "V"
4.5 62 72 10 "V"
1.5 72 82 10 "H"
1 59 60 1 "H"
10 75 85 10 "V"
2 61 72 11 "V"
9.5 64 58 -6 "V"
5.5 68 74 6 "N"
4 61 66 5 "V"
7.5 70 67 -3 "N"
10 76 66 -10 "N"
5.5 58 78 20 "N"
20.5 67 85 18 "V"
-5.5 78 72 -6 "H1"
-3.5 67 59 -8 "H"
-1 71 75 4 "H"
15 46 74 28 "V"
4.5 63 67 4 "V"
1 74 64 -10 "V"
-7 80 62 -18 "H"
-7 77 55 -22 "H"
1.5 52 60 8 "V"
-1 74 62 -12 "V"
-14 63 58 -5 "H"
-7 71 67 -4 "H"
-11 77 64 -13 "H"
1.5 62 67 5 "V"
-3.5 53 66 13 "V"
-8 66 59 -7 "H"
-8.5 80 71 -9 "H"
2.5 59 68 9 "V"
5 62 67 5 "V"
-1 64 55 -9 "V"
-8.5 70 68 -2 "V"
-5 70 62 -8 "H"
-5.5 71 51 -20 "H"
-5 71 68 -3 "N"
-2 55 53 -2 "N"
-2 64 55 -9 "N"
14 49 78 29 "N"
9 69 84 15 "N"
8.5 53 62 9 "N"
11 59 61 2 "H"
-5 68 70 2 "N"
13.5 66 73 7 "V"
7.5 47 58 11 "V"
6.5 55 68 13 "H"
11.5 60 83 23 "V"
21.5 57 70 13 "V"
18.5 57 74 17 "V"
15.5 53 65 12 "V"
11.5 59 79 20 "V"
17.5 69 76 7 "V"
3.5 62 58 -4 "H"
-3 69 71 2 "H"
1 59 68 9 "H"
-2 71 48 -23 "H"
11 54 73 19 "V"
-1 67 57 -10 "V"
6 79 71 -8 "V"
7.5 41 58 17 "V"
-7.5 64 69 5 "H"
6.5 75 72 -3 "H"
5 66 64 -2 "V"
7.5 65 79 14 "V"
6 58 71 13 "H"
12.5 55 72 17 "N"
-2.5 55 52 -3 "N1"
5 60 85 25 "N"
-1.5 61 73 12 "H"
-7.5 58 47 -11 "H"
9.5 57 82 25 "VN"
-6.5 72 45 -27 "H"
-5 84 74 -10 "H"
18 51 60 9 "V"
16 51 74 23 "H"
-2 54 70 16 "H"
11 42 60 18 "V"
11 72 81 9 "H"
-4 64 68 4 "H"
24.5 49 72 23 "V"
13.5 51 65 14 "H"
13 67 76 9 "V"
2.5 49 58 9 "H"
5.5 53 67 14 "V"
8 72 74 2 "H"
22 71 79 8 "V"
15 59 64 5 "V"
12.5 84 78 -6 "H"
16.5 44 73 29 "V"
5 66 59 -7 "V"
9.5 60 63 3 "H"
14 66 83 17 "N"
3.5 75 81 6 "V"
20.5 62 79 17 "V"
7.5 58 56 -2 "H1"
2.5 72 62 -10 "H"
-1 76 66 -10 "V"
-7 62 40 -22 "H"
7 63 56 -7 "V"
-10 77 80 3 "H"
8.5 54 69 15 "V"
16 62 78 16 "H"
-5.5 54 47 -7 "H"
18 51 76 25 "V"
-1.5 50 62 12 "H"
8 76 83 7 "H"
5 60 57 -3 "V"
19.5 72 84 12 "V"
11 61 63 2 "H"
-1 78 86 8 "H"
22.5 56 82 26 "V"
2.5 72 68 -4 "V1"
-3.5 52 50 -2 "H"
13.5 60 70 10 "V"
7.5 58 64 6 "V"
12.5 48 87 39 "H"
5.5 69 76 7 "V"
3.5 59 62 3 "N"
-21.5 86 51 -35 "H"
-12 78 53 -25 "H"
-20.5 72 62 -10 "H1"
3 62 67 5 "N"
-9 85 59 -26 "N"
-13.5 74 61 -13 "H"
-15.5 66 45 -21 "N"
-6 61 70 9 "H"
-7 62 67 5 "V"
1 73 45 -28 "V"
-10.5 67 74 7 "H1"
-5 58 43 -15 "V"
-10.5 69 61 -8 "H"
-6.5 68 64 -4 "V"
-16 93 55 -38 "H"
6 61 64 3 "V"
-3.5 65 55 -10 "H"
-16.5 56 46 -10 "H"
1 62 52 -10 "V"
-3 69 79 10 "V"
-10.5 42 51 9 "H"
-6 63 47 -16 "V"
-16.5 64 44 -20 "H"
-9.5 73 64 -9 "H1"
-11.5 81 66 -15 "V"
-2 59 62 3 "N"
-4.5 55 73 18 "N"
16 52 81 29 "V"
-10 51 48 -3 "H"
-5 64 83 19 "V"
-4 81 60 -21 "H"
19 54 69 15 "V"
11.5 60 72 12 "V"
14 60 68 8 "H"
24.5 46 74 28 "V"
11 53 70 17 "N"
7.5 57 55 -2 "N"
6 50 61 11 "V"
5.5 47 54 7 "V"
6 68 64 -4 "V"
15.5 49 71 22 "H"
11 38 60 22 "H"
1.5 72 75 3 "H"
11 67 85 18 "H"
16 46 70 24 "V"
19.5 42 77 35 "V"
-2 69 60 -9 "H"
-2.5 68 72 4 "H1"
9.5 78 76 -2 "V"
18 72 86 14 "V"
1.5 70 67 -3 "H"
8 63 75 12 "H"
26 52 81 29 "V"
1.5 54 65 11 "N"
1.5 57 53 -4 "V"
-10.5 66 67 1 "H"
-3.5 52 58 6 "H"
14 53 73 20 "V"
2.5 62 50 -12 "V"
-6 57 64 7 "H"
-9.5 60 63 3 "N"
-9 62 45 -17 "H"
8 58 62 4 "V"
-1.5 74 64 -10 "V"
-15.5 65 53 -12 "H"
-13 76 59 -17 "H"
-8.5 72 66 -6 "H"
-12.5 63 46 -17 "H"
-11.5 65 69 4 "H"
-10 73 55 -18 "V"
1.5 57 69 12 "V"
-1.5 65 40 -25 "V"
-5.5 72 53 -19 "V"
-5.5 58 53 -5 "H"
-17 68 63 -5 "H"
-4 66 71 5 "V"
-7.5 67 80 13 "V"
-6 71 58 -13 "V"
8 75 77 2 "N"
2.5 52 55 3 "N1"
-5 72 67 -5 "N"
-3.5 66 47 -19 "H"
-12 73 63 -10 "H"
-7.5 72 57 -15 "H"
-3 68 71 3 "V"
-12 68 69 1 "V"
18 62 80 18 "V"
-7.5 73 83 10 "H"
11 66 72 6 "H"
5.5 67 55 -12 "V"
7.5 65 74 9 "V"
-2.5 69 66 -3 "H"
6.5 64 68 4 "H"
8.5 71 81 10 "V"
1 79 82 3 "H1"
6 55 52 -3 "V"
4 54 50 -4 "H"
1 76 66 -10 "V"
-2 71 54 -17 "H"
12.5 59 84 25 "V"
-1 76 72 -4 "V"
-7 62 59 -3 "H"
-8.5 76 66 -10 "H"
3.5 59 63 4 "V1"
3 44 61 17 "N"
-9 75 66 -9 "H"
-8 77 68 -9 "H"
9 68 79 11 "V"
-5.5 65 70 5 "H"
-17 83 54 -29 "H"
-2 81 89 8 "N1"
-1 58 66 8 "N"
-20 66 40 -26 "H"
4 73 61 -12 "V"
-6.5 57 63 6 "H"
-21 72 39 -33 "H"
-10.5 44 47 3 "V"
7.5 68 81 13 "N"
-15 66 56 -10 "H"
-11.5 73 66 -7 "H"
3 68 61 -7 "H"
11.5 61 84 23 "V"
8 64 74 10 "H"
-11 60 42 -18 "H"
-2.5 65 56 -9 "V"
-4 79 52 -27 "H"
14.5 53 68 15 "V"
-2 65 62 -3 "H1"
7.5 60 97 37 "H"
2 60 75 15 "V"
-2.5 58 49 -9 "V"
4 65 78 13 "H"
8 59 79 20 "V"
19 55 83 28 "V"
-6.5 74 43 -31 "H"
9 48 58 10 "V"
14 69 56 -13 "V"
6.5 75 80 5 "H"
3 89 73 -16 "H"
-6 55 57 2 "N"
-11.5 81 67 -14 "H"
-6.5 83 86 3 "H"
11.5 50 69 19 "V"
22.5 58 69 11 "N"
9.5 55 60 5 "N"
3.5 54 58 4 "H1"
9 78 72 -6 "V2"
4 52 55 3 "H"
7.5 57 72 15 "V"
1 72 50 -22 "H"
-6 65 60 -5 "H"
20 59 82 23 "V"
-8.5 59 47 -12 "H"
10 61 64 3 "V"
3 50 58 8 "H"
15 82 80 -2 "V1"
-1 65 66 1 "H"
-2.5 63 66 3 "V"
12.5 64 70 6 "H"
15.5 68 75 7 "V"
8 53 81 28 "V"
-1 61 67 6 "H"
4 75 72 -3 "H"
-1 67 62 -5 "V"
2.5 42 55 13 "H"
6.5 65 72 7 "H"
12.5 70 76 6 "V"
9.5 44 81 37 "V"
3.5 66 75 9 "H"
25 63 77 14 "V"
11 36 54 18 "N"
10.5 66 77 11 "N"
13 47 55 8 "N"
4.5 63 65 2 "H"
